narration,amount,direction,channel,merchant,intent,category
NEFT-Ola-REF972790,9301.35,debit,neft,Ola,travel,travel
NEFT-EMPLOYER-REF222576,32203.72,credit,neft,,income,salary
UPI-AMEX-9399852066@ybl-473109,13276.27,debit,upi,AmEx,credit_card_payment,credit_card_payments
UPI-Coursera-REF345736,1777.33,debit,upi,Coursera,education,education
NEFT-Skyscanner-REF490219,5369.55,debit,neft,Skyscanner,travel,travel
UPI-AMEX-5329029772@ybl-144152,10664.93,debit,upi,AmEx,credit_card_payment,credit_card_payments
IMPS-PERSON B-086829,2847.69,credit,imps,,income,salary
NEFT-FLIPKART-REF520540,41642.62,debit,neft,Flipkart,education,shopping
NEFT-EMPLOYER-REF196987,17484.45,debit,neft,,self_transfer,transfers
NACH-Moneycontrol-REF691939,40084.69,debit,nach,Moneycontrol,investment,investments
IMPS-PERSON A-117037,45621.41,credit,imps,,income,salary
RTGS-ZEPTO-REF281092,772.47,debit,rtgs,Zepto,grocery,groceries
CARD-Razorpay-REF822661,15093.53,debit,card,Razorpay,credit_card_payment,credit_card_payments
CARD-Udemy-REF839301,4393.8,debit,card,Udemy,education,education
UPI-JANE SMITH-7883425250@okhdfcbank,11139.01,debit,upi,,self_transfer,transfers
UPI-CRED-1987998370@ybl-546658,14366.63,debit,upi,CRED,credit_card_payment,credit_card_payments
NEFT-IOC-REF403892,1297.53,debit,neft,IOC,fuel,fuel
IMPS-Cure.fit-REF751885,1040.89,debit,imps,Cure.fit,healthcare,personal_care
UPI-PayU-REF572762,16897.26,debit,neft,PayU,credit_card_payment,credit_card_payments
CARD-07345522,34918.66,credit,card,Amazon,cashback,shopping
RTGS-Airtel-REF638649,3651.2,debit,rtgs,Airtel,utilities,utilities
IMPS-BookMyShow-REF228986,974.61,debit,imps,BookMyShow,entertainment,entertainment
CARD-LinkedIn Learning-REF240210,3056.61,debit,card,LinkedIn Learning,education,education
UPI-LANDLORD-6092381096@okhdfcbank,23325.51,debit,card,,rent,rent
NACH-OYO-971179,44297.4,debit,nach,OYO,travel,travel
NEFT-LIC-REF251694,6040.25,debit,neft,LIC,insurance,insurance
IMPS-CRED-REF806769,40177.21,debit,imps,CRED,credit_card_payment,credit_card_payments
UPI-AMEX-5333315159@ybl-378821,13713.53,debit,upi,AmEx,credit_card_payment,credit_card_payments
CARD-86612031,371.15,debit,upi,Starbucks,food,dining
NACH-UberEats-REF642443,713.99,debit,nach,UberEats,food,food
NEFT-PhonePe-REF155411,2298.85,debit,neft,PhonePe,shopping,shopping
UPI-ZERODHA-8376703261@ybl-664434,5212.19,debit,upi,Zerodha,investment,investments
NACH-Swiggy-REF508737,1305.04,debit,imps,Swiggy,food,food
UPI-BigBasket-REF929267,1584.39,debit,upi,BigBasket,grocery,groceries
RTGS-Spotify-REF466446,361.73,debit,rtgs,Spotify,subscription,entertainment
CARD-Zerodha-REF415745,36643.6,debit,card,Zerodha,investment,investments
RTGS-Airtel-REF411547,2316.49,debit,rtgs,Airtel,utilities,utilities
NEFT-IRCTC-REF390733,9878.07,debit,neft,IRCTC,travel,travel
IMPS-OYO-REF831600,4098.7,debit,imps,OYO,travel,travel
RTGS-Spotify-REF466446,328.85,debit,rtgs,Spotify,subscription,entertainment
SALARY-UPI-JANE SMITH-8687593586@okhdfcbank,77750.79,credit,upi,,salary,salary
IMPS-PERSON A-580953,37384.65,debit,imps,,emi_payment,emi
NACH-PROVIDER-353759,22524.98,credit,nach,,income,salary
NACH-NETFLIX-812323,45657.27,debit,nach,Netflix,entertainment,entertainment
NEFT-EMPLOYER-REF118736,29215.71,credit,neft,,income,salary
UPI-Zomato-REF278292,940.65,debit,upi,Zomato,food,food
NACH-PROVIDER-176186,39157.57,debit,card,,cash_withdrawal,transfers
UPI-PRIME VIDEO-9794343898@ybl-963033,17743.65,debit,upi,Prime Video,entertainment,entertainment
RTGS-ICICI Pru-REF419152,3735.33,debit,rtgs,ICICI Pru,insurance,insurance
NACH-SKYSCANNER-899702,26682.69,debit,nach,Skyscanner,travel,travel
UPI-1mg-REF502477,2539.23,debit,imps,1mg,healthcare,healthcare
RTGS-KFC-REF632963,771.22,debit,neft,KFC,food,dining
NEFT-Vodafone-REF332790,3171.11,debit,neft,Vodafone,utilities,utilities
UPI-JOHN DOE-4181995264@ybl,27683.53,debit,upi,,peer_transfer,transfers
NEFT-EMPLOYER-REF951552,5811.57,credit,neft,,income,salary
UPI-LANDLORD-1012871630@okhdfcbank,42047.87,debit,neft,,peer_transfer,transfers
UPI-KFC-4278599815@ybl-415814,641.28,debit,upi,KFC,food,dining
IMPS-1mg-REF628345,9392.74,debit,imps,1mg,healthcare,healthcare
COMPANY-UPI-JANE SMITH-0957763063@okhdfcbank,71720.58,credit,upi,,salary,salary
GOOGLE-UPI-LANDLORD-9585113878@okhdfcbank,73762.19,credit,card,,salary,salary
NEFT-BookMyShow-REF194913,746.23,debit,neft,BookMyShow,entertainment,entertainment
UPI-LANDLORD-5028486959@okhdfcbank,30102.75,debit,upi,,rent,rent
SALARY-UPI-LANDLORD-1785873859@ybl,115499.41,credit,upi,,salary,salary
IMPS-PERSON A-587127,16280.73,debit,imps,,self_transfer,transfers
GOOGLE-UPI-JOHN DOE-5114808806@okhdfcbank,82432.82,credit,upi,,salary,salary
UPI-JOHN DOE-3931994271@okhdfcbank,44358.29,debit,upi,,peer_transfer,transfers
RTGS-HP-REF858264,566.63,debit,rtgs,HP,fuel,fuel
UPI-Hotstar-REF171205,615.96,debit,upi,Hotstar,subscription,entertainment
CARD-22059507,19599.14,credit,card,,income,salary
RTGS-Zomato-REF796776,1082.07,debit,rtgs,Zomato,food,food
NEFT-EMPLOYER-REF134964,713.3,debit,neft,,subscription,personal_care
UPI-LANDLORD-9890659418@ybl,42047.87,debit,upi,,peer_transfer,transfers
CARD-Razorpay-REF915109,40168.51,debit,card,Razorpay,credit_card_payment,credit_card_payments
RTGS-Uber-REF359988,3013.62,debit,rtgs,Uber,travel,travel
COMPANY-UPI-JANE SMITH-5024564424@okhdfcbank,90309.73,credit,upi,,salary,salary
IMPS-Indigo-REF958165,1488.06,debit,imps,Indigo,fuel,fuel
CARD-BESCOM-REF461251,2079.94,debit,card,BESCOM,utilities,utilities
UPI-JANE SMITH-7157478129@ybl,632.46,debit,upi,,grocery,personal_care
NACH-STARBUCKS-856815,12676.22,debit,nach,Starbucks,rent,dining
CARD-40469514,10230.73,debit,card,,travel,personal_care
RTGS-BESCOM-REF899942,3459.3,debit,neft,BESCOM,utilities,utilities
NEFT-EMPLOYER-REF951552,6328.98,credit,neft,,income,salary
AMAZON-UPI-JANE SMITH-1921473653@okhdfcbank,75767.09,credit,upi,,salary,salary
UPI-YouTube Premium-REF729861,972.1,debit,upi,YouTube Premium,subscription,entertainment
NEFT-PayU-REF468715,7787.57,debit,neft,PayU,credit_card_payment,credit_card_payments
NEFT-BESCOM-REF213720,3389.41,debit,neft,BESCOM,utilities,utilities
IMPS-PERSON B-260042,39826.34,debit,imps,UberEats,peer_transfer,food
CARD-Bajaj Allianz-REF549074,8464.62,debit,neft,Bajaj Allianz,insurance,insurance
CARD-Razorpay-REF822661,15093.53,debit,card,Razorpay,credit_card_payment,credit_card_payments
NEFT-Flipkart-REF503613,1683.59,debit,upi,Flipkart,shopping,shopping
COMPANY-UPI-LANDLORD-4428714227@ybl,102494.22,credit,upi,,salary,salary
UPI-JANE SMITH-8690795519@ybl,11903.9,debit,neft,,loan_payment,loans
UPI-Byju's-REF757459,4517.99,debit,upi,Byju's,education,education
NACH-BESCOM-948787,36383.77,debit,nach,BESCOM,utilities,utilities
RTGS-Airtel-REF842292,1232.97,debit,rtgs,Airtel,utilities,utilities
NEFT-Myntra-REF180271,1672.7,debit,neft,Myntra,shopping,shopping
UPI-Reliance-REF759561,1747.33,debit,upi,Reliance,fuel,fuel
NACH-TATA Power-REF922336,5424.47,debit,nach,TATA Power,utilities,utilities
NACH-Zepto-REF121109,2240.32,debit,nach,Zepto,grocery,groceries
NACH-Razorpay-REF273854,23288.3,debit,nach,Razorpay,credit_card_payment,credit_card_payments
UPI-JANE SMITH-5400432098@okhdfcbank,20062.71,debit,neft,,rent,rent
RTGS-Moneycontrol-REF104160,10691.98,debit,rtgs,Moneycontrol,investment,investments
NACH-Ola-REF823561,10389.44,debit,nach,Ola,travel,travel
PAYROLL-UPI-JANE SMITH-7467217304@okhdfcbank,78968.03,credit,neft,,salary,salary
IMPS-Netflix-REF705630,953.23,debit,imps,Netflix,subscription,entertainment
CARD-Indigo-REF863216,1452.55,debit,card,Indigo,fuel,fuel
UPI-ZOMATO-8928922870@ybl-698180,238.02,debit,upi,Zomato,food,food
CARD-15485475,43793.42,credit,card,Myntra,cashback,shopping
RTGS-ZOMATO-REF849394,20578.3,debit,rtgs,Zomato,cash_withdrawal,food
UPI-Unacademy-REF794133,2361.62,debit,upi,Unacademy,education,education
RTGS-BANK-REF384460,19962.19,credit,rtgs,,income,salary
IMPS-CRED-REF708071,17416.38,debit,imps,CRED,credit_card_payment,credit_card_payments
RTGS-BANK-REF515853,4613.0,credit,imps,,income,salary
RTGS-BSNL-REF265062,4533.38,debit,rtgs,BSNL,utilities,utilities
UPI-CRED-5321332714@ybl-546658,13125.81,debit,upi,CRED,credit_card_payment,credit_card_payments
UPI-Practo-REF564656,8312.82,debit,upi,Practo,healthcare,healthcare
UPI-FLIPKART-8589699037@ybl-255154,11861.47,credit,upi,Flipkart,refund,shopping
IIT-ACCENTURE-UPI-JOHN DOE-0420762754@okhdfcbank,88770.12,credit,upi,,salary,salary
UPI-ICICI PRU-1707927808@ybl-761321,5397.6,debit,neft,ICICI Pru,insurance,insurance
UPI-Prime Video-REF732074,922.35,debit,upi,Prime Video,subscription,entertainment
IMPS-PERSON A-874116,16238.59,debit,imps,,emi_payment,emi
RTGS-BANK-REF983110,23033.59,debit,rtgs,,cash_withdrawal,transfers
RTGS-PayU-REF353862,42435.13,debit,imps,PayU,credit_card_payment,credit_card_payments
CARD-66453601,37379.26,debit,card,Coursera,travel,education
NEFT-PhonePe-REF861892,1619.86,debit,neft,PhonePe,shopping,shopping
UPI-UberEats-REF740638,1174.53,debit,upi,UberEats,food,food
IMPS-PERSON A-898204,2935.65,debit,neft,Fortis,healthcare,healthcare
RTGS-AMAZON-REF060910,32081.11,credit,rtgs,Amazon,cashback,shopping
UPI-Cure.fit-REF912167,1648.06,debit,upi,Cure.fit,healthcare,personal_care
UPI-BIGBASKET-8187044156@ybl-351823,24729.62,credit,upi,BigBasket,refund,groceries
UPI-Medibuddy-REF268842,3685.49,debit,upi,Medibuddy,healthcare,healthcare
UPI-NETFLIX-7469145098@ybl-459157,892.07,debit,upi,Netflix,subscription,subscriptions
UPI-MakeMyTrip-REF845346,2293.94,debit,upi,MakeMyTrip,travel,travel
UPI-SWIGGY-6895462011@ybl-894190,791.96,debit,upi,Swiggy,food,food
NACH-Airtel-REF278336,1471.31,debit,nach,Airtel,utilities,utilities
UPI-Ola-REF835050,10683.89,debit,upi,Ola,travel,travel
UPI-CRED-6821951026@ybl-786772,11442.24,debit,upi,CRED,credit_card_payment,credit_card_payments
NACH-MAKEMYTRIP-596410,49640.79,debit,nach,MakeMyTrip,travel,travel
SALARY-UPI-LANDLORD-9563651637@okhdfcbank,119960.21,credit,upi,,salary,salary
UPI-AMAZON-4098964490@ybl-099404,24134.42,credit,upi,Amazon,refund,shopping
NEFT-Apollo-REF827313,6600.92,debit,neft,Apollo,healthcare,healthcare
NACH-LinkedIn Learning-REF131276,3295.53,debit,neft,LinkedIn Learning,education,education
IMPS-Medibuddy-REF409035,3082.21,debit,imps,Medibuddy,healthcare,healthcare
UPI-JOHN DOE-9333529701@ybl,31940.31,debit,upi,,loan_payment,loans
NEFT-Cure.fit-REF669655,1187.86,debit,neft,Cure.fit,healthcare,personal_care
RTGS-Airtel-REF411547,2316.49,debit,neft,Airtel,utilities,utilities
NACH-Udemy-REF776392,4109.04,debit,nach,Udemy,education,education
UPI-OYO-REF825879,4109.69,debit,upi,OYO,travel,travel
NACH-ZOMATO-563044,693.48,debit,nach,Zomato,fuel,food
UPI-JANE SMITH-3598189440@okhdfcbank,34323.21,credit,upi,,income,salary
IMPS-Vodafone-REF909822,2357.49,debit,imps,Vodafone,utilities,utilities
IIT-AMAZON-UPI-LANDLORD-1784619898@okhdfcbank,104103.33,credit,upi,,salary,salary
CARD-26837760,35260.99,debit,card,Netflix,entertainment,entertainment
UPI-Starbucks-REF153838,684.52,debit,upi,Starbucks,food,dining
SALARY-UPI-JOHN DOE-8008495500@okhdfcbank,118038.95,credit,upi,,salary,salary
UPI-KUVERA-9266065516@ybl-939080,3255.45,debit,upi,Kuvera,investment,investments
RTGS-PayU-REF314551,30355.6,debit,upi,PayU,credit_card_payment,credit_card_payments
RTGS-PhonePe-REF675471,4639.41,debit,rtgs,PhonePe,shopping,shopping
NACH-BESCOM-REF767029,1128.46,debit,nach,BESCOM,utilities,utilities
NACH-PRIME VIDEO-616912,30663.85,debit,nach,Prime Video,entertainment,entertainment
CARD-13130419,45199.55,debit,card,,cash_withdrawal,transfers
CARD-Bajaj Allianz-REF157061,2898.53,debit,upi,Bajaj Allianz,insurance,insurance
IMPS-PERSON B-935215,28687.64,credit,imps,Flipkart,cashback,shopping
COMPANY-UPI-JOHN DOE-4982519826@okhdfcbank,84675.01,credit,upi,,salary,salary
IMPS-Airtel-REF814990,4304.26,debit,card,Airtel,utilities,utilities
IMPS-PERSON B-481769,33594.51,debit,imps,KFC,education,dining
IMPS-Uber-REF976030,8719.96,debit,imps,Uber,travel,travel
UPI-ZERODHA-9087178202@ybl-693465,4760.96,debit,upi,Zerodha,investment,investments
IMPS-PERSON A-557756,26356.98,credit,imps,Amazon,cashback,shopping
UPI-KFC-9885868646@ybl-186175,379.95,debit,card,KFC,food,dining
UPI-AMEX-5333315159@ybl-378821,13713.53,debit,upi,AmEx,credit_card_payment,credit_card_payments
UPI-ZEPTO-5184276820@ybl-657662,11637.65,credit,upi,Zepto,refund,groceries
IMPS-PERSON B-665714,8150.63,credit,imps,,income,salary
NEFT-Groww-REF836755,10583.95,debit,neft,Groww,investment,investments
UPI-LANDLORD-9796196972@okhdfcbank,48795.45,debit,upi,,loan_payment,loans
RTGS-UDEMY-REF248641,1938.83,debit,rtgs,Udemy,fuel,education
UPI-NETFLIX-7432403029@ybl-344093,243.3,debit,upi,Netflix,subscription,subscriptions
IMPS-Skyscanner-REF383629,3256.58,debit,imps,Skyscanner,travel,travel
NEFT-Swiggy-REF550537,283.68,debit,neft,Swiggy,food,food
IMPS-YouTube Premium-REF674165,974.67,debit,imps,YouTube Premium,subscription,entertainment
UPI-ZERODHA-7068530636@ybl-463083,3894.69,debit,upi,Zerodha,investment,investments
IMPS-YouTube Premium-REF674165,974.67,debit,imps,YouTube Premium,subscription,entertainment
UPI-LinkedIn Learning-REF725880,1719.6,debit,upi,LinkedIn Learning,education,education
CARD-Starbucks-REF177892,820.74,debit,card,Starbucks,food,dining
UPI-NETFLIX-3358029248@ybl-378084,336.98,debit,upi,Netflix,subscription,subscriptions
UPI-ICICI PRU-4670863998@ybl-929652,7621.49,debit,upi,ICICI Pru,insurance,insurance
RTGS-Fortis-REF826270,3135.83,debit,rtgs,Fortis,healthcare,healthcare
UPI-CRED-8043173248@ybl-786772,11442.24,debit,upi,CRED,credit_card_payment,credit_card_payments
IMPS-Zerodha-REF907528,44224.15,debit,imps,Zerodha,investment,investments
NACH-ZOMATO-563044,616.96,debit,nach,Zomato,fuel,food
UPI-LANDLORD-7209074766@okhdfcbank,16831.9,debit,imps,,rent,rent
UPI-KUVERA-9266065516@ybl-939080,3485.14,debit,imps,Kuvera,investment,investments
RTGS-Caltex-REF530011,907.7,debit,rtgs,Caltex,fuel,fuel
UPI-Paytm-REF878620,726.58,debit,upi,Paytm,shopping,shopping
IMPS-Spotify-REF681272,679.76,debit,imps,Spotify,subscription,entertainment
COMPANY-UPI-JOHN DOE-4982519826@okhdfcbank,84675.01,credit,upi,,salary,salary
UPI-JANE SMITH-3720785684@okhdfcbank,19438.94,debit,upi,,rent,rent
UPI-GROWW-6558232971@ybl-847802,10582.67,debit,imps,Groww,investment,investments
IMPS-IRCTC-REF274395,2357.9,debit,imps,IRCTC,travel,travel
NACH-Amazon-REF560746,1814.06,debit,nach,Amazon,shopping,shopping
NEFT-EMPLOYER-REF749209,7852.89,debit,card,,credit_card_payment,personal_care
RTGS-Amazon-REF464809,3091.98,debit,rtgs,Amazon,shopping,shopping
INFOSYS-NACH-UDEMY-133950,98364.69,credit,nach,Udemy,salary,education
NEFT-ICICI Pru-REF636686,5444.49,debit,neft,ICICI Pru,insurance,insurance
NEFT-UDEMY-REF521719,4642.15,debit,neft,Udemy,education,education
UPI-BESCOM-REF441006,4455.88,debit,upi,BESCOM,utilities,utilities
CARD-51736581,39264.61,debit,card,Prime Video,entertainment,entertainment
NEFT-Indigo-REF764265,1303.13,debit,neft,Indigo,fuel,fuel
NACH-ICICI Pru-REF827729,2832.79,debit,nach,ICICI Pru,insurance,insurance
CARD-Amazon-REF778966,4321.0,debit,neft,Amazon,shopping,shopping
CARD-06214591,1634.17,debit,card,Shell,fuel,fuel
RTGS-PayU-REF314551,29899.72,debit,rtgs,PayU,credit_card_payment,credit_card_payments
CARD-Vodafone-REF988200,3471.77,debit,card,Vodafone,utilities,utilities
UPI-Shell-REF535522,1328.75,debit,upi,Shell,fuel,fuel
IMPS-Shell-REF619811,589.84,debit,imps,Shell,fuel,fuel
NEFT-ICICI Lombard-REF782143,8847.96,debit,neft,ICICI Lombard,insurance,insurance
UPI-CRED-2995718137@ybl-502141,21792.83,debit,upi,CRED,credit_card_payment,credit_card_payments
NEFT-PhonePe-REF949506,3640.41,debit,neft,PhonePe,shopping,shopping
UPI-LANDLORD-1086902372@ybl,25073.82,debit,upi,,peer_transfer,transfers
UPI-LIC-8809668739@ybl-843251,6927.47,debit,upi,LIC,insurance,insurance
UPI-AMEX-5188272914@ybl-924300,17823.58,debit,upi,AmEx,credit_card_payment,credit_card_payments
CARD-HDFC Life-REF194810,8939.71,debit,card,HDFC Life,insurance,insurance
CARD-Apollo-REF281595,4643.12,debit,card,Apollo,healthcare,healthcare
NEFT-EMPLOYER-REF720196,28683.45,debit,neft,,loan_payment,personal_care
CARD-80168912,30521.83,debit,card,Airtel,utilities,utilities
IMPS-Medibuddy-REF708680,4105.47,debit,imps,Medibuddy,healthcare,healthcare
IMPS-PERSON A-959007,51859.34,debit,card,,self_transfer,transfers
RTGS-AMAZON-REF124999,24623.14,credit,rtgs,Amazon,cashback,shopping
IMPS-PERSON A-595224,24444.27,credit,upi,Myntra,cashback,shopping
CARD-48398209,34780.81,debit,card,BESCOM,utilities,utilities
IMPS-Amazon-REF934548,1498.21,debit,imps,Amazon,shopping,shopping
UPI-CRED-REF625789,26743.45,debit,card,CRED,credit_card_payment,credit_card_payments
IMPS-Medibuddy-REF833872,7581.92,debit,imps,Medibuddy,healthcare,healthcare
CARD-Swiggy-REF642422,667.43,debit,card,Swiggy,food,food
NEFT-Razorpay-REF542111,23406.24,debit,neft,Razorpay,credit_card_payment,credit_card_payments
NACH-Uber-REF506639,10663.09,debit,nach,Uber,travel,travel
UPI-AMEX-8687656433@ybl-129421,17946.32,debit,upi,AmEx,credit_card_payment,credit_card_payments
CARD-Razorpay-REF915109,45201.13,debit,card,Razorpay,credit_card_payment,credit_card_payments
UPI-Flipkart-REF178181,1781.86,debit,upi,Flipkart,shopping,shopping
UPI-ICICI Pru-REF425147,1997.75,debit,upi,ICICI Pru,insurance,insurance
NACH-BigBasket-REF212808,1809.17,debit,card,BigBasket,grocery,groceries
CARD-LinkedIn Learning-REF372772,1115.57,debit,neft,LinkedIn Learning,education,education
RTGS-Udemy-REF884422,1383.18,debit,rtgs,Udemy,education,education
CARD-TATA Power-REF723488,4258.54,debit,card,TATA Power,utilities,utilities
UPI-CRED-1747749566@ybl-861043,15667.66,debit,upi,CRED,credit_card_payment,credit_card_payments
CARD-Shell-REF237894,1594.9,debit,card,Shell,fuel,fuel
NACH-Byju's-REF897166,4943.16,debit,nach,Byju's,education,education
RTGS-STARBUCKS-REF597513,48131.49,debit,rtgs,Starbucks,cash_withdrawal,dining
RTGS-Blinkit-REF430360,739.67,debit,rtgs,Blinkit,grocery,groceries
CARD-Google Pay-REF855861,4843.49,debit,imps,Google Pay,shopping,shopping
NEFT-EMPLOYER-REF509400,4200.45,debit,neft,,self_transfer,transfers
NACH-UberEats-REF290744,615.58,debit,neft,UberEats,food,food
ACCENTURE-GOOGLE-UPI-JOHN DOE-5114808806@okhdfcbank,82432.82,credit,upi,,salary,salary
IMPS-Bajaj Allianz-REF836638,8428.93,debit,imps,Bajaj Allianz,insurance,insurance
UPI-JOHN DOE-6441909814@ybl,32949.8,debit,upi,,loan_payment,loans
UPI-ZEPTO-5184276820@ybl-657662,11637.65,credit,upi,Zepto,refund,groceries
CARD-CRED-REF172258,6167.37,debit,card,CRED,credit_card_payment,credit_card_payments
NEFT-Prime Video-REF283741,271.28,debit,neft,Prime Video,subscription,entertainment
NACH-Swiggy-REF959416,1162.71,debit,nach,Swiggy,food,food
CARD-22059507,20746.52,credit,card,,income,salary
NEFT-Razorpay-REF102792,42195.36,debit,card,Razorpay,credit_card_payment,credit_card_payments
RTGS-KFC-REF533591,455.33,debit,upi,KFC,food,dining
NEFT-Bajaj Allianz-REF225826,8475.74,debit,neft,Bajaj Allianz,insurance,insurance
NEFT-Myntra-REF488183,3492.48,debit,neft,Myntra,shopping,shopping
NACH-Indigo-REF944795,1332.39,debit,imps,Indigo,fuel,fuel
NACH-Caltex-REF739500,704.28,debit,imps,Caltex,fuel,fuel
RTGS-BANK-REF515853,4613.0,credit,rtgs,,income,salary
NACH-Upstox-REF184191,37225.61,debit,nach,Upstox,investment,investments
UPI-OYO-REF752765,14625.04,debit,upi,OYO,travel,travel
RTGS-BESCOM-REF790357,36880.21,debit,rtgs,BESCOM,utilities,utilities
CARD-Fortis-REF594301,5819.02,debit,card,Fortis,healthcare,healthcare
IMPS-Shell-REF305506,730.15,debit,imps,Shell,fuel,fuel
RTGS-Netflix-REF704321,412.98,debit,rtgs,Netflix,subscription,entertainment
NACH-MAKEMYTRIP-013667,32397.05,debit,nach,MakeMyTrip,travel,travel
UPI-KUVERA-6095097252@ybl-990904,6646.53,debit,upi,Kuvera,investment,investments
UPI-AMEX-3733296400@ybl-473109,13276.27,debit,upi,AmEx,credit_card_payment,credit_card_payments
UPI-BIGBASKET-0309266378@ybl-351823,24729.62,credit,upi,BigBasket,refund,groceries
RTGS-BANK-REF367562,16050.19,debit,rtgs,,emi_payment,emi
UPI-LANDLORD-1336267041@okhdfcbank,16954.74,debit,card,,loan_payment,loans
NEFT-UDEMY-REF521719,4642.15,debit,neft,Udemy,education,education
